time,qsize,idle_count
0.002177715301513672,0,1
1.005753755569458,1,0
2.012113332748413,2,0
3.0303215980529785,2,0
4.031619548797607,0,1
5.0328099727630615,609,1
6.034026145935059,618,1
7.035237073898315,614,0
8.03640103340149,632,0
9.03757381439209,630,0
10.038697719573975,642,0
11.039880514144897,644,0
12.041118860244751,692,0
13.042267799377441,699,0
14.04344129562378,955,0
15.04465627670288,973,0
16.04581069946289,975,0
17.047021865844727,970,0
18.048176050186157,966,0
19.04936718940735,961,0
20.050516366958618,954,0
21.0517258644104,947,0
22.052896738052368,942,0
23.05406355857849,937,0
24.055216073989868,931,0
25.056400299072266,929,0
26.057031393051147,1827,0
27.058250427246094,1826,0
28.059472799301147,1826,0
29.060680866241455,1826,0
30.061887979507446,1826,0
31.0630943775177,1826,0
32.064292669296265,1826,0
33.064796447753906,1826,0
34.065988302230835,1826,0
35.06718945503235,1826,0
36.06838512420654,1826,0
37.06956887245178,1826,0
38.07076168060303,1826,0
39.07193422317505,1826,0
40.07312345504761,1826,0
41.07433533668518,1826,0
42.07552242279053,1826,0
43.07672333717346,1826,0
44.07790493965149,1826,0
45.07909917831421,1826,0
46.080402135849,1826,0
47.08160209655762,1826,0
48.08280301094055,1826,0
49.104910373687744,1826,0
50.10735273361206,1826,0
51.10861897468567,1826,0
52.125511169433594,1826,0
53.15729641914368,1826,0
54.15947151184082,1826,0
55.16767907142639,1826,0
56.16957402229309,1826,0
57.171382665634155,1826,0
58.17259979248047,1826,0
59.17427611351013,1826,0
60.17547273635864,1826,0
61.18543243408203,1826,0
62.36172795295715,1826,0
63.47798299789429,1826,0
64.49114775657654,1826,0
65.49654960632324,1826,0
66.50205826759338,1826,0
67.51085686683655,1826,0
68.52635049819946,1826,0
69.55843687057495,1826,0
70.57506918907166,1826,0
71.57930445671082,1826,0
72.59335851669312,1826,0
73.64022040367126,1826,0
74.6452317237854,1826,0
75.81617283821106,1826,0
76.8273675441742,1826,0
77.84298706054688,1826,0
78.86605644226074,1826,0
79.87958788871765,1826,0
80.9176459312439,1826,0
81.94332695007324,1826,0
82.97590065002441,1826,0
83.98767590522766,1826,0
85.0137586593628,1826,0
86.02701139450073,1826,0
87.03002405166626,1826,0
88.0432448387146,1826,0
89.05463814735413,1826,0
90.06253981590271,1826,0
91.08023929595947,1826,0
92.10535883903503,1826,0
93.11470675468445,1826,0
94.1451997756958,1826,0
95.14638686180115,1826,0
96.16440320014954,1826,0
97.17272281646729,1826,0
98.19351744651794,1826,0
99.19971513748169,1826,0
100.23678207397461,1826,0
101.26073837280273,1826,0
102.27070236206055,1826,0
103.27543497085571,1826,0
104.28785872459412,1826,0
105.29077315330505,1826,0
106.30318713188171,1826,0
107.30957770347595,1826,0
108.31559109687805,1826,0
109.3496241569519,1826,0
110.35995984077454,1826,0
111.37946224212646,1826,0
112.40364384651184,1826,0
113.41450500488281,1826,0
114.42834377288818,1826,0
115.43474555015564,1826,0
116.44516444206238,1826,0
117.45489573478699,1826,0
118.4748706817627,1826,0
119.4872214794159,1826,0
120.50235414505005,1826,0
121.51938700675964,1826,0
122.52868366241455,1826,0
123.54146265983582,1826,0
124.55660104751587,1826,0
125.55712080001831,1826,0
126.57317090034485,1826,0
127.57956433296204,1826,0
128.60629558563232,1826,0
129.63784265518188,1826,0
130.6506576538086,1826,0
131.65749526023865,1826,0
132.6706805229187,1826,0
133.68424344062805,1826,0
134.6908369064331,1826,0
135.70719838142395,1826,0
136.72771501541138,1826,0
137.74928331375122,1826,0
138.7755959033966,1826,0
139.78052067756653,1826,0
140.7914683818817,1826,0
141.80692505836487,1826,0
142.82526397705078,1826,0
143.84227299690247,1826,0
144.86514687538147,1826,0
145.881498336792,1826,0
146.91203808784485,1826,0
147.92337703704834,1826,0
148.94612431526184,1826,0
149.9497673511505,1826,0
150.9563329219818,1826,0
151.9726288318634,1826,0
152.99799704551697,1826,0
154.01430702209473,1826,0
155.02435398101807,1826,0
156.04157400131226,1826,0
157.0791835784912,1826,0
158.0860526561737,1826,0
159.10412120819092,1826,0
160.11386799812317,1826,0
161.13177609443665,1826,0
162.14861536026,1826,0
163.17241978645325,1826,0
164.19209027290344,1826,0
165.20568227767944,1826,0
166.23060965538025,1826,0
167.25080037117004,1826,0
168.25834918022156,1826,0
169.28201603889465,1825,0
170.37940335273743,1825,0
171.38222479820251,1827,0
172.39029669761658,1828,0
173.40298533439636,1826,0
174.41662621498108,1826,0
175.422691822052,1826,0
176.4345726966858,1826,0
177.4471971988678,1826,0
178.45340657234192,1826,0
179.4580512046814,1824,0
180.47487568855286,1821,0
181.47761940956116,1823,0
182.5224838256836,1826,0
183.56176447868347,1829,0
184.57075095176697,1833,0
185.58179450035095,1831,0
186.60076022148132,1830,0
187.62083292007446,1835,0
188.62664270401,1843,0
189.65128707885742,1843,0
190.66074442863464,1847,0
191.67602062225342,1848,0
192.6822726726532,1845,0
193.69015312194824,1851,0
194.69791769981384,1851,0
195.71350026130676,1851,0
196.72446703910828,1850,0
197.73315620422363,1848,0
198.73619890213013,1848,0
199.75764966011047,1847,0
200.76716876029968,1845,0
201.77772521972656,1845,0
202.78938603401184,1845,0
203.8163619041443,1845,0
204.83200430870056,1845,0
205.83740425109863,1845,0
206.84942626953125,1847,0
207.8662633895874,1847,0
208.88566184043884,1847,0
209.8868763446808,1847,0
210.88866090774536,1847,0
211.90013456344604,1847,0
212.90990662574768,1847,0
213.91337895393372,1847,0
