time,qsize,idle_count
0.0015845298767089844,0,0
1.0035879611968994,2,3
2.025670051574707,2,2
3.0270233154296875,0,0
4.028249025344849,0,3
5.029443979263306,606,3
6.031133413314819,615,2
7.032318115234375,629,2
8.03353238105774,628,0
9.034700393676758,642,0
10.03585433959961,697,0
11.037001132965088,974,0
12.038180828094482,968,0
13.038461923599243,963,0
14.039690732955933,951,0
15.040886640548706,938,0
16.042088508605957,929,0
17.0433132648468,1375,0
18.04450559616089,1826,0
19.04567265510559,1824,0
20.05764889717102,1821,0
21.06810998916626,1824,0
22.086698293685913,1826,0
23.128175258636475,1833,0
24.12932777404785,1829,0
25.144235372543335,1842,0
26.156229257583618,1845,0
27.1634361743927,1844,0
28.17347240447998,1851,0
29.185490369796753,1849,0
30.19395089149475,1851,0
31.21241569519043,1850,0
32.219884634017944,1849,0
33.244261741638184,1848,0
34.258601665496826,1848,0
35.27390933036804,1847,0
36.29471254348755,1845,0
37.311779737472534,1845,0
38.33650493621826,1845,0
39.47349548339844,1845,0
40.4802565574646,1845,0
41.500776290893555,1845,0
42.504162311553955,1847,0
43.50570869445801,1847,0
44.53528070449829,1847,0
45.54920053482056,1847,0
46.56820631027222,1847,0
47.57290005683899,1847,0
48.57676076889038,1847,0
49.593719720840454,1847,0
50.61294364929199,1845,0
51.674694299697876,1845,0
52.68760895729065,1844,0
53.69750261306763,1844,0
54.72254729270935,1850,0
55.73393440246582,1850,0
56.74353885650635,2181,0
57.86102366447449,2181,0
58.88068437576294,2179,0
59.91573524475098,2187,0
60.9234344959259,2192,0
61.94335222244263,2191,0
62.9623806476593,2217,0
63.97940707206726,2218,0
64.9809148311615,2216,0
65.98254656791687,2213,0
67.22082901000977,2210,0
68.22290825843811,2207,0
69.2370855808258,2207,0
70.24231958389282,2207,0
71.24739813804626,2204,0
72.30250787734985,2207,0
73.31408381462097,2209,0
74.32361912727356,2209,0
75.35994338989258,2206,0
76.38372707366943,2206,0
77.4240734577179,2214,0
78.42646384239197,2211,0
79.45889663696289,2211,0
80.4827892780304,2211,0
81.49123883247375,2211,0
82.5071907043457,2210,0
83.51881814002991,2209,0
84.53246402740479,2209,0
85.55100202560425,2213,0
86.57781553268433,2210,0
87.58837461471558,2210,0
